modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
BMW,175172,85,False,False,False,False,False,False,True,73,Premium,km élevé,Gris,diesel,Compacte
Volkswagen,109779,100,True,True,False,False,True,False,True,140,Généraliste,km standard,Gris,diesel,Compacte
Renault,133621,230,True,True,True,False,False,True,True,200,Généraliste,km élevé,Noir,diesel,Compacte
Porsche,78740,75,True,True,False,False,False,False,True,144,Sportive/Luxe,km standard,Gris,Electrique,Compacte
BMW,129562,85,True,False,False,False,False,False,True,101,Premium,km élevé,Gris,diesel,Compacte
BMW,98204,85,False,True,False,False,True,True,True,107,Premium,km standard,Noir,diesel,Compacte
Citroën,174514,100,False,False,False,False,False,False,True,70,Généraliste,km élevé,Noir,diesel,Compacte
BMW,150130,85,True,True,False,False,True,False,True,106,Premium,km élevé,Bleu,diesel,Compacte
BMW,189285,100,False,True,False,False,False,False,True,94,Premium,km élevé,Noir,essence,Compacte
Citroën,245775,90,True,True,False,False,False,False,True,57,Généraliste,km élevé,Noir,diesel,Compacte
Renault,84187,230,True,True,False,False,True,False,True,173,Généraliste,km standard,Gris,diesel,Compacte
Opel,87036,120,True,True,False,False,True,False,True,158,Généraliste,km standard,Noir,diesel,Compacte
Renault,70840,230,True,True,False,True,True,False,True,191,Généraliste,km standard,Blanc,diesel,Compacte
BMW,116652,85,False,True,False,False,False,False,True,96,Premium,km standard,Bleu,diesel,Compacte
BMW,121765,85,True,True,False,False,True,False,True,104,Premium,km élevé,Gris,diesel,Compacte
Opel,38700,120,True,True,True,False,True,False,True,158,Généraliste,km faible,Gris,diesel,Compacte
BMW,136985,85,False,False,False,False,False,False,True,88,Premium,km élevé,Noir,diesel,Compacte
Mercedes,190919,100,True,True,True,False,True,False,True,123,Premium,km élevé,Noir,diesel,Compacte
Citroën,108680,105,False,True,False,False,False,False,True,113,Généraliste,km standard,Gris,diesel,Compacte
Audi,95584,135,True,True,False,False,True,True,True,148,Premium,km standard,Marron,diesel,Compacte
BMW,88491,85,False,False,False,False,False,False,True,101,Premium,km standard,Noir,diesel,Compacte
BMW,155733,85,False,True,False,False,False,False,True,100,Premium,km élevé,Noir,diesel,Compacte
Citroën,243524,110,False,False,True,False,False,True,True,33,Généraliste,km élevé,Gris,diesel,Compacte
Mercedes,225046,105,True,True,False,False,False,True,True,114,Premium,km élevé,Noir,diesel,Compacte
BMW,57727,85,False,False,False,False,False,False,True,98,Premium,km standard,Noir,diesel,Compacte
Audi,153958,135,True,True,False,False,False,False,True,128,Premium,km élevé,Beige,diesel,Compacte
Mercedes,182506,100,False,True,False,False,False,False,True,114,Premium,km élevé,Bleu,diesel,Compacte
Peugeot,114968,135,False,True,False,True,False,True,True,117,Généraliste,km standard,Blanc,diesel,Compacte
Audi,69626,135,True,True,True,False,True,True,True,150,Premium,km standard,Blanc,diesel,Compacte
BMW,122092,85,False,True,False,False,True,False,True,103,Premium,km élevé,Marron,diesel,Compacte
BMW,155705,85,False,False,True,False,False,True,True,102,Premium,km élevé,Noir,diesel,Compacte
BMW,163618,85,False,True,False,False,False,False,True,93,Premium,km élevé,Noir,diesel,Compacte
BMW,116770,85,False,True,False,False,True,False,True,98,Premium,km standard,Noir,diesel,Compacte
Audi,191795,135,True,True,False,False,False,False,True,110,Premium,km élevé,Gris,essence,Compacte
Citroën,59424,100,True,False,False,False,True,True,True,119,Généraliste,km standard,Noir,diesel,Compacte
BMW,64215,85,False,False,False,False,False,False,True,100,Premium,km standard,Bleu,diesel,Compacte
Peugeot,477571,85,False,True,False,False,False,True,False,35,Généraliste,km élevé,Gris,diesel,Compacte
Volkswagen,181419,120,True,True,False,False,False,False,True,134,Généraliste,km élevé,Gris,diesel,Compacte
BMW,131547,85,True,True,False,False,False,False,True,60,Premium,km élevé,Bleu,diesel,Compacte
Citroën,96941,100,False,True,False,False,True,True,True,104,Généraliste,km standard,Bleu,diesel,Compacte
Mercedes,148625,105,False,False,False,False,True,False,True,124,Premium,km élevé,Noir,diesel,Compacte
BMW,199943,85,False,True,False,False,False,False,True,91,Premium,km élevé,Noir,diesel,Compacte
Audi,170151,120,False,True,False,False,False,False,True,115,Premium,km élevé,Gris,diesel,Compacte
BMW,60598,85,False,False,False,False,False,False,True,103,Premium,km standard,Gris,diesel,Compacte
Citroën,42984,110,False,True,False,False,False,True,True,132,Généraliste,km faible,Gris,diesel,Compacte
Opel,26865,135,True,False,False,False,True,False,True,162,Généraliste,km faible,Noir,diesel,Compacte
Citroën,167598,105,True,False,False,False,False,False,True,97,Généraliste,km élevé,Gris,diesel,Compacte
Opel,89703,120,True,True,False,False,True,False,True,154,Généraliste,km standard,Bleu,diesel,Compacte
BMW,25474,85,False,True,False,False,False,False,True,112,Premium,km faible,Blanc,diesel,Compacte
Porsche,46359,125,True,True,False,False,False,False,True,146,Sportive/Luxe,km faible,Blanc,Electrique,Compacte
BMW,25822,85,False,True,False,False,False,False,True,115,Premium,km faible,Blanc,diesel,Compacte
BMW,121457,85,False,True,False,False,True,True,True,99,Premium,km élevé,Bleu,diesel,Compacte
Mercedes,103332,105,True,True,True,False,True,False,True,139,Premium,km standard,Noir,diesel,Compacte
BMW,183765,85,True,True,False,False,True,False,True,97,Premium,km élevé,Noir,diesel,Compacte
Mercedes,139226,100,False,True,False,False,True,True,True,120,Premium,km élevé,Blanc,diesel,Compacte
BMW,121575,85,True,True,False,False,False,True,True,110,Premium,km élevé,Noir,diesel,Compacte
Citroën,63257,110,False,True,False,False,False,False,True,118,Généraliste,km standard,Gris,diesel,Compacte
BMW,120098,85,True,True,False,False,False,False,True,97,Premium,km élevé,Bleu,diesel,Compacte
BMW,59675,85,True,True,True,False,False,True,True,127,Premium,km standard,Blanc,diesel,Compacte
BMW,120328,85,False,True,False,False,False,False,True,100,Premium,km élevé,Gris,diesel,Compacte
Citroën,228508,100,True,False,False,False,True,False,True,63,Généraliste,km élevé,Noir,diesel,Compacte
BMW,159542,85,True,True,False,False,False,False,True,102,Premium,km élevé,Marron,diesel,Compacte
BMW,13818,80,False,True,False,False,False,False,True,144,Premium,km faible,Argent,essence,Compacte
BMW,181345,85,False,True,False,False,True,True,True,99,Premium,km élevé,Bleu,diesel,Compacte
BMW,188119,85,False,False,False,False,False,False,True,66,Premium,km élevé,Marron,essence,Compacte
BMW,141228,85,False,True,False,False,False,False,True,100,Premium,km élevé,Gris,diesel,Compacte
BMW,144563,85,False,False,False,False,False,False,True,91,Premium,km élevé,Bleu,diesel,Compacte
Peugeot,108873,235,True,True,False,True,True,False,True,166,Généraliste,km standard,Noir,essence,Compacte
Mercedes,174999,100,False,True,False,False,False,True,True,128,Premium,km élevé,Noir,diesel,Compacte
Mercedes,102943,100,False,False,False,False,False,True,True,124,Premium,km standard,Argent,diesel,Compacte
Audi,117957,135,True,True,False,True,True,True,True,141,Premium,km standard,Blanc,diesel,Compacte
BMW,129357,85,False,True,False,False,False,False,True,99,Premium,km élevé,Noir,diesel,Compacte
Mercedes,129060,100,False,True,False,False,False,True,True,116,Premium,km élevé,Gris,diesel,Compacte
Citroën,134449,105,False,False,False,False,False,False,True,87,Généraliste,km élevé,Noir,diesel,Compacte
BMW,149379,85,False,True,False,False,True,True,True,107,Premium,km élevé,Blanc,diesel,Compacte
BMW,109621,85,True,True,False,False,False,False,True,104,Premium,km standard,Gris,diesel,Compacte
Peugeot,170529,66,False,False,True,False,False,False,False,32,Généraliste,km élevé,Argent,diesel,Compacte
BMW,141587,85,False,False,False,False,True,False,True,96,Premium,km élevé,Noir,diesel,Compacte
Citroën,167897,105,False,True,False,False,True,True,True,114,Généraliste,km élevé,Blanc,diesel,Compacte
BMW,186764,85,False,True,False,False,False,False,True,89,Premium,km élevé,Noir,diesel,Compacte
Renault,45025,190,True,True,False,False,True,True,True,179,Généraliste,km faible,Noir,diesel,Compacte
BMW,61316,85,True,False,False,False,True,True,True,106,Premium,km standard,Gris,diesel,Compacte
BMW,129990,85,False,False,False,False,False,False,True,97,Premium,km élevé,Bleu,diesel,Compacte
Lamborghini,65142,225,True,True,True,False,True,False,True,146,Sportive/Luxe,km standard,Gris,essence,Compacte
Citroën,151293,100,False,True,False,False,False,False,True,71,Généraliste,km élevé,Gris,diesel,Compacte
Renault,124536,135,True,True,False,False,True,False,True,123,Généraliste,km élevé,Gris,diesel,Compacte
Volkswagen,51376,75,False,False,False,False,True,True,True,120,Généraliste,km standard,Noir,essence,Compacte
BMW,123743,85,False,True,False,False,False,True,True,103,Premium,km élevé,Bleu,diesel,Compacte
Mercedes,121363,100,True,True,True,False,True,True,True,130,Premium,km élevé,Blanc,diesel,Compacte
Renault,166168,230,True,True,False,False,True,False,True,179,Généraliste,km élevé,Marron,diesel,Compacte
Opel,64500,135,False,True,True,False,True,False,True,168,Généraliste,km standard,Blanc,diesel,Compacte
Volkswagen,370014,135,True,True,True,False,True,False,True,131,Généraliste,km élevé,Noir,diesel,Compacte
Opel,65403,120,True,True,True,False,True,False,True,156,Généraliste,km standard,Noir,diesel,Compacte
BMW,74947,85,False,False,False,False,False,True,True,109,Premium,km standard,Noir,diesel,Compacte
BMW,114740,85,False,False,False,False,False,False,True,91,Premium,km standard,Blanc,diesel,Compacte
Opel,476,120,True,True,False,False,False,True,True,174,Généraliste,km faible,Bleu,diesel,Compacte
Citroën,153001,100,False,True,False,False,True,True,False,103,Généraliste,km élevé,Noir,diesel,Compacte
BMW,175163,85,False,False,False,False,False,False,True,67,Premium,km élevé,Gris,diesel,Compacte
Opel,68267,135,True,False,True,True,True,False,True,153,Généraliste,km standard,Noir,diesel,Compacte
BMW,100286,85,False,True,False,False,True,False,True,77,Premium,km standard,Bleu,diesel,Compacte
Audi,69948,135,False,True,False,False,True,False,True,158,Premium,km standard,Bleu,diesel,Compacte
Renault,60894,230,True,False,True,True,True,True,True,198,Généraliste,km standard,Marron,diesel,Compacte
Mercedes,192802,100,False,True,False,False,False,False,True,120,Premium,km élevé,Marron,diesel,Compacte
BMW,66020,85,True,True,False,False,False,False,True,100,Premium,km standard,Noir,diesel,Compacte
Volkswagen,100056,120,True,True,True,False,True,False,True,153,Généraliste,km standard,Gris,diesel,Compacte
Volkswagen,88105,120,True,True,False,False,True,False,True,144,Généraliste,km standard,Gris,diesel,Compacte
BMW,96058,85,False,False,False,False,False,False,True,97,Premium,km standard,Marron,diesel,Compacte
BMW,91429,85,False,False,False,False,False,False,True,101,Premium,km standard,Noir,diesel,Compacte
Renault,182837,230,True,True,True,False,True,True,True,182,Généraliste,km élevé,Gris,diesel,Compacte
BMW,99434,85,False,False,False,False,True,False,True,101,Premium,km standard,Bleu,diesel,Compacte
Citroën,85932,105,False,True,False,False,False,False,True,109,Généraliste,km standard,Bleu,diesel,Compacte
BMW,109136,85,True,False,False,False,False,True,True,104,Premium,km standard,Argent,diesel,Compacte
BMW,37204,85,False,True,False,False,False,False,True,103,Premium,km faible,Gris,diesel,Compacte
Citroën,42636,110,False,True,False,False,False,False,True,119,Généraliste,km faible,Noir,diesel,Compacte
BMW,98254,85,False,False,False,False,True,True,True,103,Premium,km standard,Gris,diesel,Compacte
BMW,110288,85,False,True,False,False,False,True,True,87,Premium,km standard,Rouge,diesel,Compacte
BMW,155624,85,True,True,False,False,False,False,True,92,Premium,km élevé,Gris,diesel,Compacte
Opel,77358,140,True,True,False,False,False,True,True,171,Généraliste,km standard,Noir,diesel,Compacte
BMW,182178,85,False,False,False,False,False,False,True,96,Premium,km élevé,Noir,diesel,Compacte
BMW,117791,160,False,True,False,False,False,True,True,143,Premium,km standard,Gris,diesel,Compacte
BMW,75493,85,False,False,False,False,False,False,True,99,Premium,km standard,Noir,diesel,Compacte
BMW,130333,85,True,True,False,False,False,False,True,102,Premium,km élevé,Noir,diesel,Compacte
BMW,120430,85,False,True,False,False,False,True,True,90,Premium,km élevé,Gris,diesel,Compacte
BMW,131612,85,False,True,True,False,True,False,True,103,Premium,km élevé,Marron,diesel,Compacte
BMW,140744,85,True,True,False,False,False,False,True,66,Premium,km élevé,Bleu,diesel,Compacte
Opel,55834,140,False,True,False,False,True,True,True,148,Généraliste,km standard,Noir,diesel,Compacte
BMW,142955,85,False,True,False,False,False,True,True,93,Premium,km élevé,Marron,diesel,Compacte
BMW,132797,85,True,True,True,False,True,True,True,91,Premium,km élevé,Gris,diesel,Compacte
Mercedes,149038,100,True,True,False,False,False,False,True,114,Premium,km élevé,Bleu,diesel,Compacte
BMW,38596,85,False,False,False,False,False,False,True,104,Premium,km faible,Noir,diesel,Compacte
Citroën,138170,90,False,False,True,False,False,True,True,71,Généraliste,km élevé,Noir,diesel,Compacte
Renault,187900,230,True,True,True,False,True,False,True,181,Généraliste,km élevé,Noir,diesel,Compacte
Mercedes,54239,100,True,True,False,False,False,True,True,140,Premium,km standard,Marron,diesel,Compacte
BMW,125822,85,False,False,False,False,False,False,True,94,Premium,km élevé,Gris,diesel,Compacte
Audi,82450,135,True,True,False,True,True,False,True,132,Premium,km standard,Gris,diesel,Compacte
Opel,60366,135,False,True,False,True,True,True,True,162,Généraliste,km standard,Gris,diesel,Compacte
Volkswagen,88092,120,True,True,True,False,True,False,True,92,Généraliste,km standard,Bleu,diesel,Compacte
BMW,155984,85,False,False,True,False,False,True,True,62,Premium,km élevé,Gris,essence,Compacte
Mercedes,200579,100,True,True,False,False,True,False,True,115,Premium,km élevé,Blanc,diesel,Compacte
Mercedes,157398,100,False,False,False,False,False,False,True,124,Premium,km élevé,Bleu,diesel,Compacte
BMW,179112,85,True,True,False,False,True,False,True,97,Premium,km élevé,Noir,diesel,Compacte
BMW,19919,85,False,True,False,False,False,False,True,129,Premium,km faible,Noir,diesel,Compacte
Audi,128102,135,False,True,False,False,False,False,True,133,Premium,km élevé,Bleu,diesel,Berline
Renault,153079,85,False,True,False,False,False,False,True,105,Généraliste,km élevé,Marron,diesel,Berline
Audi,129456,180,False,True,False,False,False,False,True,104,Premium,km élevé,Bleu,diesel,Berline
Renault,126769,160,False,False,False,False,False,False,False,125,Généraliste,km élevé,Noir,diesel,Berline
Citroën,105069,135,True,True,True,False,False,False,True,104,Généraliste,km standard,Bleu,diesel,Berline
Renault,230442,85,False,False,True,False,True,False,True,42,Généraliste,km élevé,Noir,essence,Berline
Citroën,158734,120,False,True,False,False,False,False,True,115,Généraliste,km élevé,Gris,diesel,Berline
Citroën,123696,135,False,True,True,False,False,False,True,115,Généraliste,km élevé,Argent,diesel,Berline
Citroën,179627,120,False,False,False,False,False,False,False,114,Généraliste,km élevé,Gris,diesel,Berline
Citroën,157195,120,False,True,False,False,False,False,True,109,Généraliste,km élevé,Noir,diesel,Berline
Renault,160598,85,False,False,False,False,False,False,True,102,Généraliste,km élevé,Noir,diesel,Berline
Peugeot,257168,85,False,False,False,False,False,False,True,46,Généraliste,km élevé,Noir,diesel,Berline
Renault,90328,135,False,False,False,False,False,False,False,135,Généraliste,km standard,Noir,diesel,Berline
Audi,146901,230,True,True,False,False,True,True,True,155,Premium,km élevé,Noir,diesel,Berline
Renault,139992,85,False,True,False,False,False,False,True,107,Généraliste,km élevé,Argent,diesel,Berline
Renault,146541,120,True,True,False,False,False,False,True,121,Généraliste,km élevé,Marron,diesel,Berline
Renault,123045,135,False,False,False,False,False,False,False,120,Généraliste,km élevé,Argent,diesel,Berline
Audi,230578,85,False,False,False,False,False,False,True,14,Premium,km élevé,Noir,diesel,Berline
PGO,98085,190,False,False,False,False,False,False,True,132,Niche,km standard,Argent,diesel,Berline
Citroën,132638,135,False,False,False,False,False,False,False,110,Généraliste,km élevé,Blanc,diesel,Berline
Audi,48735,160,False,False,False,False,False,False,False,132,Premium,km faible,Argent,diesel,Berline
Citroën,160469,135,False,False,False,False,False,False,False,115,Généraliste,km élevé,Blanc,diesel,Berline
Renault,182749,85,False,False,False,False,True,False,True,104,Généraliste,km élevé,Noir,diesel,Berline
Citroën,203631,120,False,True,False,False,True,False,False,107,Généraliste,km élevé,Bleu,diesel,Berline
Citroën,42220,135,False,False,False,False,False,False,False,135,Généraliste,km faible,Noir,diesel,Berline
Citroën,41611,135,False,True,False,False,False,False,True,132,Généraliste,km faible,Bleu,diesel,Berline
Peugeot,198795,100,False,True,False,False,False,False,True,110,Généraliste,km élevé,Gris,diesel,Berline
Audi,41036,135,False,False,False,False,False,False,False,157,Premium,km faible,Argent,diesel,Berline
Peugeot,21858,105,False,False,False,False,False,False,False,125,Généraliste,km faible,Bleu,diesel,Berline
Mercedes,126883,105,False,True,False,False,False,False,True,113,Premium,km élevé,Beige,diesel,Berline
Citroën,130152,135,False,False,False,False,False,False,True,98,Généraliste,km élevé,Noir,diesel,Berline
Audi,147671,200,True,True,False,False,False,False,True,139,Premium,km élevé,Noir,essence,Berline
Peugeot,92972,105,False,False,False,False,False,False,False,122,Généraliste,km standard,Marron,diesel,Berline
PGO,96573,180,False,False,False,False,False,False,False,106,Niche,km standard,Gris,diesel,Berline
Citroën,184231,120,False,True,False,False,True,False,False,126,Généraliste,km élevé,Marron,diesel,Berline
Citroën,64062,135,False,False,False,False,False,False,False,128,Généraliste,km standard,Noir,diesel,Berline
Audi,116906,135,False,False,False,False,False,False,True,129,Premium,km standard,Beige,diesel,Berline
Citroën,85174,135,False,False,False,False,False,False,False,129,Généraliste,km standard,Argent,diesel,Berline
Peugeot,367523,87,False,False,False,False,False,False,True,26,Généraliste,km élevé,Argent,essence,Berline
Peugeot,132195,100,False,False,False,False,False,False,True,93,Généraliste,km élevé,Gris,diesel,Berline
Volkswagen,146659,180,False,True,False,False,False,False,True,143,Généraliste,km élevé,Blanc,diesel,Berline
Citroën,150603,120,False,True,False,False,True,False,True,128,Généraliste,km élevé,Bleu,diesel,Berline
Renault,172022,135,False,True,False,False,False,False,False,125,Généraliste,km élevé,Gris,diesel,Berline
Citroën,213954,120,False,True,False,False,True,False,True,120,Généraliste,km élevé,Marron,diesel,Berline
Audi,189147,225,False,True,True,False,True,False,True,112,Premium,km élevé,Gris,essence,Berline
Audi,100160,135,False,False,False,False,False,False,False,139,Premium,km standard,Marron,diesel,Berline
Renault,72705,135,False,False,False,False,False,False,False,142,Généraliste,km standard,Blanc,diesel,Berline
Renault,94648,160,False,True,False,False,False,False,True,129,Généraliste,km standard,Gris,diesel,Berline
Renault,186511,120,True,True,False,False,False,False,True,135,Généraliste,km élevé,Gris,diesel,Berline
Renault,53450,85,False,True,False,False,False,False,False,60,Généraliste,km standard,Gris,diesel,Berline
Volkswagen,222424,190,False,False,False,False,False,False,False,141,Généraliste,km élevé,Bleu,diesel,Berline
Renault,179833,85,False,False,False,False,False,False,True,89,Généraliste,km élevé,Beige,diesel,Berline
Citroën,81891,120,False,False,False,False,False,False,False,122,Généraliste,km standard,Noir,diesel,Berline
Citroën,145805,120,False,False,False,False,False,False,False,128,Généraliste,km élevé,Marron,diesel,Berline
Citroën,171927,125,False,True,False,False,True,False,False,115,Généraliste,km élevé,Blanc,essence,Berline
Audi,159942,100,False,False,False,False,True,False,True,118,Premium,km élevé,Noir,diesel,Berline
Citroën,214439,120,False,False,False,False,False,False,False,108,Généraliste,km élevé,Bleu,diesel,Berline
Peugeot,295179,90,True,False,False,False,False,False,True,62,Généraliste,km élevé,Gris,diesel,Berline
Maserati,167779,225,True,True,True,True,True,False,True,149,Sportive/Luxe,km élevé,Noir,diesel,Berline
Renault,144851,120,True,True,False,False,True,False,True,132,Généraliste,km élevé,Argent,diesel,Berline
Peugeot,66685,100,True,False,False,False,True,True,True,117,Généraliste,km standard,Rouge,diesel,Berline
Citroën,90797,135,False,False,False,False,False,False,True,125,Généraliste,km standard,Bleu,diesel,Berline
Renault,172602,85,False,True,False,False,False,False,True,104,Généraliste,km élevé,Noir,diesel,Berline
Audi,78311,100,True,True,False,False,False,False,True,139,Premium,km standard,Argent,diesel,Berline
Ferrari,200887,155,True,True,False,False,True,False,True,76,Sportive/Luxe,km élevé,Argent,diesel,Berline
Audi,211573,105,True,True,False,False,True,False,True,134,Premium,km élevé,Noir,diesel,Berline
Peugeot,47091,100,False,False,False,False,False,False,True,117,Généraliste,km faible,Gris,diesel,Berline
Peugeot,249580,100,True,True,False,False,False,False,True,76,Généraliste,km élevé,Bleu,diesel,Berline
Renault,150004,120,True,True,False,False,False,False,True,117,Généraliste,km élevé,Gris,diesel,Berline
Citroën,197897,135,False,False,False,False,False,False,True,113,Généraliste,km élevé,Noir,diesel,Berline
Renault,157002,230,True,True,True,False,True,False,True,182,Généraliste,km élevé,Noir,diesel,Berline
Renault,115929,135,True,True,False,False,True,True,True,138,Généraliste,km standard,Marron,diesel,Berline
Peugeot,132941,100,False,True,False,False,False,False,True,112,Généraliste,km élevé,Bleu,diesel,Berline
Peugeot,142754,100,True,True,False,False,False,False,True,117,Généraliste,km élevé,Noir,diesel,Berline
Renault,123829,135,True,True,False,False,True,False,True,132,Généraliste,km élevé,Noir,diesel,Berline
Renault,84904,135,False,True,True,False,True,False,True,142,Généraliste,km standard,Gris,diesel,Berline
Peugeot,162423,100,True,True,False,False,False,False,True,120,Généraliste,km élevé,Bleu,diesel,Berline
Volkswagen,155992,190,True,True,True,False,False,False,True,141,Généraliste,km élevé,Bleu,diesel,Berline
Citroën,165844,120,True,True,False,False,True,False,True,119,Généraliste,km élevé,Bleu,diesel,Berline
Renault,89667,135,False,False,False,False,False,False,False,140,Généraliste,km standard,Noir,diesel,Berline
Audi,159333,100,True,True,False,False,True,False,True,124,Premium,km élevé,Marron,diesel,Berline
Audi,161163,145,True,False,False,False,False,True,True,92,Premium,km élevé,Noir,diesel,Berline
Renault,52683,135,True,True,False,False,True,False,True,146,Généraliste,km standard,Gris,diesel,Berline
Peugeot,119981,100,False,True,False,False,False,False,True,105,Généraliste,km standard,Bleu,diesel,Berline
Lexus,69146,280,True,True,True,True,True,False,True,193,Sportive/Luxe,km standard,Noir,diesel,Berline
Audi,175017,150,True,True,False,False,False,False,True,128,Premium,km élevé,Noir,diesel,Berline
Renault,158961,120,True,True,False,False,False,False,True,122,Généraliste,km élevé,Bleu,diesel,Berline
Audi,185078,100,False,True,False,False,True,False,True,123,Premium,km élevé,Noir,diesel,Berline
Citroën,97122,135,False,False,False,False,False,False,False,118,Généraliste,km standard,Argent,diesel,Berline
Renault,169783,135,False,True,False,False,False,False,True,117,Généraliste,km élevé,Beige,essence,Berline
Renault,161835,135,True,True,False,False,True,False,True,138,Généraliste,km élevé,Blanc,diesel,Berline
Peugeot,214508,100,True,False,False,False,False,False,True,74,Généraliste,km élevé,Gris,diesel,Berline
Citroën,194450,120,True,True,False,False,True,True,True,117,Généraliste,km élevé,Noir,diesel,Berline
Audi,105010,155,True,True,False,True,False,False,True,127,Premium,km standard,Gris,diesel,Berline
Citroën,204477,210,True,True,True,False,True,True,True,127,Généraliste,km élevé,Argent,diesel,Berline
Volkswagen,55305,190,True,True,False,True,False,False,True,164,Généraliste,km standard,Noir,diesel,Berline
Peugeot,173081,100,False,True,False,False,False,False,True,99,Généraliste,km élevé,Gris,diesel,Berline
Citroën,214863,125,False,True,False,False,True,False,True,109,Généraliste,km élevé,Noir,essence,Berline
Renault,127694,135,True,True,False,False,True,False,True,139,Généraliste,km élevé,Gris,diesel,Berline
Opel,173353,135,False,True,False,True,True,True,True,146,Généraliste,km élevé,Argent,diesel,Berline
Citroën,115233,105,True,True,True,False,True,True,True,91,Généraliste,km standard,Bleu,diesel,Berline
Citroën,93621,135,False,False,False,False,False,False,False,124,Généraliste,km standard,Rouge,diesel,Berline
Citroën,130961,120,True,True,False,False,False,True,True,133,Généraliste,km élevé,Bleu,diesel,Berline
Ferrari,94390,190,True,True,True,True,False,False,True,181,Sportive/Luxe,km standard,Gris,diesel,Berline
Citroën,165053,127,True,True,False,False,True,False,True,104,Généraliste,km élevé,Noir,essence,Berline
Renault,166606,135,True,True,False,False,True,False,True,137,Généraliste,km élevé,Noir,diesel,Berline
Renault,173107,87,True,True,False,False,True,False,True,122,Généraliste,km élevé,Rouge,diesel,Berline
Renault,160709,140,True,True,False,False,True,True,True,136,Généraliste,km élevé,Noir,diesel,Berline
Audi,143810,135,True,True,True,False,True,False,True,139,Premium,km élevé,Marron,diesel,Berline
BMW,97991,85,True,True,False,False,True,False,True,115,Premium,km standard,Blanc,diesel,Berline
Citroën,117271,135,False,True,False,False,True,False,True,121,Généraliste,km standard,Bleu,diesel,Berline
Citroën,141507,105,False,True,False,False,False,False,True,103,Généraliste,km élevé,Gris,diesel,Berline
Audi,148493,220,True,True,False,False,True,False,True,133,Premium,km élevé,Gris,diesel,Berline
Renault,225811,120,False,True,False,False,False,False,True,115,Généraliste,km élevé,Noir,diesel,Berline
Audi,177671,190,True,True,False,False,False,False,True,157,Premium,km élevé,Noir,diesel,Berline
Renault,77927,120,True,True,False,False,False,False,True,136,Généraliste,km standard,Gris,diesel,Berline
Audi,70807,190,False,True,False,False,False,False,True,155,Premium,km standard,Noir,diesel,Berline
Citroën,201565,120,False,True,False,False,True,False,True,116,Généraliste,km élevé,Noir,diesel,Berline
Audi,229880,85,False,False,False,False,False,False,True,14,Premium,km élevé,Noir,diesel,Berline
Renault,128498,140,False,True,True,False,True,True,True,141,Généraliste,km élevé,Noir,diesel,Berline
Citroën,124334,105,True,True,True,False,False,True,True,113,Généraliste,km élevé,Gris,diesel,Berline
Citroën,174444,135,False,True,False,False,True,False,True,116,Généraliste,km élevé,Noir,diesel,Berline
Renault,102162,120,True,True,False,False,True,False,True,137,Généraliste,km standard,Gris,diesel,Berline
Audi,134043,160,True,True,False,True,True,True,True,157,Premium,km élevé,Gris,diesel,Berline
Renault,200436,85,True,True,False,False,False,False,True,116,Généraliste,km élevé,Gris,diesel,Berline
Maserati,172367,230,True,True,True,True,True,True,True,168,Sportive/Luxe,km élevé,Gris,diesel,Berline
Ferrari,212425,180,True,True,False,False,True,False,True,139,Sportive/Luxe,km élevé,Blanc,diesel,Berline
Ferrari,119441,190,True,True,False,True,True,False,True,164,Sportive/Luxe,km standard,Noir,diesel,Berline
Peugeot,183011,100,False,True,False,False,True,True,True,128,Généraliste,km élevé,Noir,diesel,Berline
Citroën,144089,137,True,True,False,False,True,False,True,112,Généraliste,km élevé,Noir,essence,Berline
Renault,157439,140,True,True,True,False,False,False,True,147,Généraliste,km élevé,Gris,diesel,Berline
Audi,77628,105,True,True,True,False,True,False,True,143,Premium,km standard,Noir,diesel,Berline
Citroën,187698,120,False,True,False,False,False,False,True,114,Généraliste,km élevé,Marron,diesel,Berline
Citroën,113448,135,False,True,False,False,False,False,True,117,Généraliste,km standard,Noir,diesel,Berline
Renault,186107,135,False,True,False,False,False,False,True,127,Généraliste,km élevé,Gris,diesel,Berline
Renault,178231,77,False,False,False,False,False,True,True,26,Généraliste,km élevé,Vert,essence,Berline
Renault,178527,135,True,True,False,False,True,True,True,133,Généraliste,km élevé,Marron,diesel,Berline
Citroën,181499,120,True,True,False,False,True,False,True,114,Généraliste,km élevé,Marron,diesel,Berline
BMW,149252,85,False,True,False,False,False,True,True,106,Premium,km élevé,Noir,diesel,Berline
Renault,133437,120,False,True,False,False,False,False,True,122,Généraliste,km élevé,Noir,diesel,Berline
Renault,189039,135,True,True,True,False,True,True,True,148,Généraliste,km élevé,Bleu,diesel,Berline
Citroën,89283,120,False,True,False,False,False,False,True,113,Généraliste,km standard,Marron,diesel,Berline
Ferrari,309061,155,True,True,True,False,True,False,True,127,Sportive/Luxe,km élevé,Bleu,diesel,Berline
Peugeot,177054,105,True,False,False,False,False,True,True,112,Généraliste,km élevé,Noir,diesel,Berline
Renault,81796,135,False,True,True,True,True,False,True,155,Généraliste,km standard,Argent,diesel,Berline
Peugeot,151886,100,False,False,False,False,False,False,True,103,Généraliste,km élevé,Blanc,diesel,Berline
